"year","country1","country2","border","comlang","Currency_union","island","landl","log_dist","log_RGDP","log_RGDP_percap","regional_trade_agreement","total_exports","primary_exports","manfactured_exports","total_imports","primary_imports","manfactured_imports","exp_index","imp_index","trans_terrorism_cj"
"2011","United States","Niger","0","0","0","0","1","8.750555","53.08917","16.91065","0","44855.32","19253.547","23623.08","293291.7","288777.9","3987.813","189.315","179.933","1.0"
"2012","United States","Niger","0","0","0","0","1","8.750555","53.21939","16.99519","0","36613.68","18298.516","16872.535","83296.49","76546.38","6592.538","197.682","185.463","1.0"
"1995","United States","Nigeria","0","1","0","0","0","8.792087","55.28667","17.37551","0","602193.06","145494.5","449233.44","5055018.0","5032292.0","19651.28","74.7832","61.2127","0.0"
"1996","United States","Nigeria","0","1","0","0","0","8.792087","55.38115","17.43413","0","816164.5","199890.88","607406.75","6171327.0","6156889.5","10928.275","79.941","65.2763","0.0"
"1997","United States","Nigeria","0","1","0","0","0","8.792087","55.49507","17.51214","0","814291.75","162134.84","644114.8","6704462.0","6696209.5","6124.764","88.1399","71.3905","1.0"
"1998","United States","Nigeria","0","1","0","0","0","8.792087","55.56216","17.54398","0","819617.94","184375.94","624596.6","4548370.5","4534544.0","10717.468","87.2391","74.9903","2.0"
"1999","United States","Nigeria","0","1","0","0","0","8.792087","55.5859","17.53296","0","628336.06","204056.38","413955.4","4631925.5","4617294.5","9939.757","88.9859","84.1293","3.0"
"2000","United States","Nigeria","0","1","0","0","0","8.792087","55.68553","17.59836","0","718473.56","195254.56","502652.22","11051771.0","11040439.0","6467.151","100.0","100.0","2.0"
"2001","United States","Nigeria","0","1","0","0","0","8.792087","55.81143","17.69124","0","957193.56","265094.0","677195.9","9180003.0","9170473.0","4722.486","93.2451","93.6377","0.0"
"2002","United States","Nigeria","0","1","0","0","0","8.792087","55.87622","17.72416","0","1057045.6","339316.78","702385.94","6219096.0","6200332.5","5926.719","88.6414","95.3093","0.0"
"2003","United States","Nigeria","0","1","0","0","0","8.792087","56.0513","17.86853","0","1022896.44","349418.22","660185.3","10948544.0","10928380.0","6691.943","92.6914","103.474","4.0"
"2004","United States","Nigeria","0","1","0","0","0","8.792087","56.21254","17.99884","0","1552233.0","476086.56","1048110.06","17111894.0","17081176.0","9408.676","104.215","121.153","0.0"
"2005","United States","Nigeria","0","1","0","0","0","8.792087","56.22134","17.9772","0","1614971.8","590452.56","999593.25","25109246.0","25061808.0","9131.756","115.24","137.593","2.0"
"2006","United States","Nigeria","0","1","0","0","0","8.792087","56.35667","18.08208","0","2230798.0","635584.8","1547455.6","28959184.0","28933382.0","7878.975","131.212","152.313","17.0"
"2007","United States","Nigeria","0","1","0","0","0","8.792087","56.54207","18.23699","0","2786673.0","805139.94","1951849.0","33740484.0","33696756.0","27834.97","146.844","160.439","27.0"
"2008","United States","Nigeria","0","1","0","0","0","8.792087","56.56274","18.2281","0","4101984.8","1490889.4","2569141.2","39217292.0","39072504.0","126026.07","164.652","172.277","8.0"
"2009","United States","Nigeria","0","1","0","0","0","8.792087","56.39901","18.03563","0","3658007.5","1147999.8","2258136.0","19737386.0","19707240.0","7704.989","135.058","127.475","8.0"
"2010","United States","Nigeria","0","1","0","0","0","8.792087","56.45955","18.0659","0","4039711.0","1559297.5","2307745.2","31357508.0","31337108.0","7877.565","163.508","156.371","6.0"
"2011","United States","Nigeria","0","1","0","0","0","8.792087","56.66803","18.22675","0","4814875.0","1934537.5","2673770.2","34348100.0","34306896.0","13881.131","189.315","179.933","6.0"
"2012","United States","Nigeria","0","1","0","0","0","8.792087","56.73734","18.26087","0","5114095.5","2062852.2","2865672.0","19523408.0","19475534.0","15635.49","197.682","185.463","14.0"
"1995","United States","Zimbabwe","0","1","0","0","1","9.109388","52.04562","16.41776","0","121961.19","10087.64","108966.78","104757.26","36967.598","66879.32","74.7832","61.2127","1.0"
"1996","United States","Zimbabwe","0","1","0","0","1","9.109388","52.12042","16.46692","0","90664.19","1990.283","86245.44","143503.7","76521.516","64539.875","79.941","65.2763","0.0"
"1997","United States","Zimbabwe","0","1","0","0","1","9.109388","52.16713","16.48825","0","81954.67","3132.619","74854.45","147997.75","60744.297","85998.65","88.1399","71.3905","0.0"
"1998","United States","Zimbabwe","0","1","0","0","1","9.109388","52.21088","16.50838","0","93089.36","5141.396","85638.25","134958.42","37797.31","94917.4","87.2391","74.9903","0.0"
"1999","United States","Zimbabwe","0","1","0","0","1","9.109388","52.32669","16.6019","0","59958.45","9596.954","48575.8","140996.53","44738.996","94097.95","88.9859","84.1293","0.0"
"2000","United States","Zimbabwe","0","1","0","0","1","9.109388","52.30524","16.56191","0","53267.535","4145.512","47215.133","120070.65","33654.57","85278.46","100.0","100.0","0.0"
"2001","United States","Zimbabwe","0","1","0","0","1","9.109388","52.26672","16.50909","0","31412.326","542.972","29855.36","96336.5","35158.406","60373.51","93.2451","93.6377","0.0"
"2002","United States","Zimbabwe","0","1","0","0","1","9.109388","52.163","16.39602","0","49343.297","16924.908","30426.098","108745.6","48603.023","58283.188","88.6414","95.3093","0.0"
"2003","United States","Zimbabwe","0","1","0","0","1","9.109388","52.30613","16.53469","0","41685.48","11704.363","29022.08","60392.35","19159.979","40916.92","92.6914","103.474","0.0"
"2004","United States","Zimbabwe","0","1","0","0","1","9.109388","52.2471","16.47317","0","47297.133","19626.12","24767.363","80676.68","29549.686","50521.03","104.215","121.153","0.0"
"2005","United States","Zimbabwe","0","1","0","0","1","9.109388","52.21025","16.4353","0","44703.73","16653.88","26492.014","98059.78","32953.965","63885.457","115.24","137.593","0.0"
"2006","United States","Zimbabwe","0","1","0","0","1","9.109388","52.33918","16.56288","0","47583.945","18694.924","25977.21","107156.23","46984.707","58195.758","131.212","152.313","0.0"
"2007","United States","Zimbabwe","0","1","0","0","1","9.109388","52.14366","16.36621","0","105241.266","66311.04","34879.05","75117.38","41006.848","33607.08","146.844","160.439","0.0"
"2008","United States","Zimbabwe","0","1","0","0","1","9.109388","52.06086","16.28235","0","92883.75","39251.035","44787.145","114275.34","18632.244","95085.23","164.652","172.277","1.0"
"2009","United States","Zimbabwe","0","1","1","0","1","9.109388","52.1008","16.30994","0","85480.695","36970.992","25472.652","23736.88","20265.113","3281.678","135.058","127.475","0.0"
"2010","United States","Zimbabwe","0","1","1","0","1","9.109388","52.21933","16.39552","0","67534.74","8225.344","27632.709","60063.094","33451.734","26259.863","163.508","156.371","0.0"
"2011","United States","Zimbabwe","0","1","1","0","1","9.109388","52.34263","16.48893","0","59936.418","11383.066","45210.363","52346.332","11934.736","39988.492","189.315","179.933","0.0"
"2012","United States","Zimbabwe","0","1","1","0","1","9.109388","52.42185","16.53382","0","51376.035","4974.009","43558.68","53318.38","14242.369","38633.816","197.682","185.463","0.0"
"1995","United States","Rwanda","0","1","0","0","1","9.019082","51.75919","16.84381","0","38479.777","32353.672","4496.296","1958.477","1479.805","3.765","74.7832","61.2127","1.0"
"1996","United States","Rwanda","0","1","0","0","1","9.019082","51.98337","16.87725","0","37339.715","33952.02","2683.892","9151.019","8960.057","99.584","79.941","65.2763","1.0"
"1997","United States","Rwanda","0","1","0","0","1","9.019082","52.10188","16.82832","0","34988.58","27767.805","4304.562","4021.308","3896.708","111.14","88.1399","71.3905","10.0"
"1998","United States","Rwanda","0","1","0","0","1","9.019082","52.23818","16.90263","0","21783.295","10192.69","10948.119","4105.243","3888.549","27.627","87.2391","74.9903","2.0"
"1999","United States","Rwanda","0","1","0","0","1","9.019082","52.35335","16.98412","0","47489.805","17953.445","27997.88","3825.648","3562.662","62.048","88.9859","84.1293","0.0"
"2000","United States","Rwanda","0","1","0","0","1","9.019082","52.43996","17.03838","0","19050.402","10375.291","8121.372","5286.675","5072.042","176.254","100.0","100.0","0.0"
"2001","United States","Rwanda","0","1","0","0","1","9.019082","52.51889","17.08206","0","17392.758","8563.798","7856.24","7607.103","7164.208","423.156","93.2451","93.6377","1.0"
"2002","United States","Rwanda","0","1","0","0","1","9.019082","52.66173","17.18718","0","10185.014","7662.475","2088.969","3307.514","3070.816","222.056","88.6414","95.3093","0.0"
"2003","United States","Rwanda","0","1","0","0","1","9.019082","52.71745","17.20732","0","7918.639","5774.35","1699.862","2880.068","2653.742","218.3","92.6914","103.474","0.0"
"2004","United States","Rwanda","0","1","0","0","1","9.019082","52.82349","17.27556","0","11199.108","7432.723","3497.974","5801.133","5586.26","36.743","104.215","121.153","0.0"
"2005","United States","Rwanda","0","1","0","0","1","9.019082","52.94213","17.35867","0","10534.162","5474.686","4415.949","6699.594","6437.678","239.704","115.24","137.593","0.0"
"2006","United States","Rwanda","0","1","0","0","1","9.019082","53.05182","17.43352","0","11684.654","7781.147","3268.955","9312.292","8820.134","467.064","131.212","152.313","0.0"
"2007","United States","Rwanda","0","1","0","0","1","9.019082","53.12618","17.46953","0","16050.053","8463.437","6740.48","13169.054","12134.875","975.835","146.844","160.439","0.0"
"2008","United States","Rwanda","0","1","0","0","1","9.019082","53.20873","17.51373","0","20449.26","6718.141","12521.652","14275.695","12860.426","1176.118","164.652","172.277","0.0"
"2009","United States","Rwanda","0","1","0","0","1","9.019082","53.22768","17.49523","0","34145.953","2550.667","26489.865","19783.996","18466.084","1186.599","135.058","127.475","0.0"
"2010","United States","Rwanda","0","1","0","0","1","9.019082","53.33417","17.56285","0","30594.068","831.904","26881.729","22159.385","21225.953","841.881","163.508","156.371","0.0"
"2011","United States","Rwanda","0","1","0","0","1","9.019082","53.42709","17.62162","0","119574.41","4494.184","20948.816","32159.06","30884.936","1172.978","189.315","179.933","0.0"
"2012","United States","Rwanda","0","1","0","0","1","9.019082","53.52502","17.68448","0","30159.559","823.75","27228.66","34112.754","33066.47","867.846","197.682","185.463","0.0"
"1995","United States","Senegal","0","0","0","0","0","8.564683","52.80091","17.45973","0","67902.46","27468.154","38612.28","7348.727","1520.293","4593.508","74.7832","61.2127","0.0"
"1996","United States","Senegal","0","0","0","0","0","8.564683","52.8891","17.51073","0","55708.652","23208.47","30263.816","5982.878","1113.693","3125.396","79.941","65.2763","0.0"
"1997","United States","Senegal","0","0","0","0","0","8.564683","52.97483","17.55976","0","51805.7","21114.906","28622.69","7325.629","1109.83","5490.312","88.1399","71.3905","0.0"
"1998","United States","Senegal","0","0","0","0","0","8.564683","53.0762","17.62397","0","59175.027","28353.807","28582.793","5647.262","1249.032","3411.416","87.2391","74.9903","0.0"
"1999","United States","Senegal","0","0","0","0","0","8.564683","53.18904","17.70174","0","63429.33","17818.922","43299.49","9677.862","1661.78","4088.118","88.9859","84.1293","0.0"
"2000","United States","Senegal","0","0","0","0","0","8.564683","53.26623","17.74464","0","81798.195","26331.762","52664.52","4639.638","1231.093","2860.513","100.0","100.0","0.0"
"2001","United States","Senegal","0","0","0","0","0","8.564683","53.31969","17.76209","0","84974.08","25822.848","53384.12","104683.664","8275.445","5056.139","93.2451","93.6377","0.0"
"2002","United States","Senegal","0","0","0","0","0","8.564683","53.33523","17.74211","0","74665.625","14689.277","57596.477","4110.07","675.34","2726.823","88.6414","95.3093","0.0"
"2003","United States","Senegal","0","0","0","0","0","8.564683","53.42921","17.80087","0","101974.766","23706.629","75211.1","4843.628","644.401","2973.408","92.6914","103.474","0.0"
"2004","United States","Senegal","0","0","0","0","0","8.564683","53.52393","17.85938","0","89247.9","21380.07","63947.3","3278.344","685.115","2206.786","104.215","121.153","0.0"
"2005","United States","Senegal","0","0","0","0","0","8.564683","53.61256","17.91208","0","157871.52","11984.457","142191.73","4045.087","1115.262","2141.402","115.24","137.593","0.0"
"2006","United States","Senegal","0","0","0","0","0","8.564683","53.66174","17.92504","0","96897.8","19526.887","74378.914","22161.887","17908.926","1740.67","131.212","152.313","0.0"
"2007","United States","Senegal","0","0","0","0","0","8.564683","53.7286","17.95543","0","152902.3","37143.375","110874.41","21244.201","16413.238","1459.773","146.844","160.439","0.0"
"2008","United States","Senegal","0","0","0","0","0","8.564683","53.75255","17.94382","0","137103.7","44711.637","85278.2","18797.885","13040.348","2317.685","164.652","172.277","1.0"
"2009","United States","Senegal","0","0","0","0","0","8.564683","53.72492","17.88145","0","175944.94","75180.9","90551.75","7508.474","3883.265","1359.423","135.058","127.475","0.0"
"2010","United States","Senegal","0","0","0","0","0","8.564683","53.80257","17.92274","0","217728.66","114309.16","95545.68","5486.607","1482.266","2381.907","163.508","156.371","0.0"
"2011","United States","Senegal","0","0","0","0","0","8.564683","53.84982","17.93149","0","262468.12","48954.9","194325.84","7228.206","1550.367","3250.42","189.315","179.933","0.0"
"2012","United States","Senegal","0","0","0","0","0","8.564683","53.91117","17.9563","0","149566.89","22628.812","121430.43","17624.283","8209.673","6138.652","197.682","185.463","0.0"
"1995","United States","Sierra Leone","0","1","0","0","0","8.631619","51.67751","17.10574","0","17951.316","12585.853","4343.441","29340.424","7873.916","2270.217","74.7832","61.2127","7.0"
"1996","United States","Sierra Leone","0","1","0","0","0","8.631619","51.41478","16.84982","0","28331.643","19214.936","7815.516","22843.44","2439.574","1275.765","79.941","65.2763","0.0"
"1997","United States","Sierra Leone","0","1","0","0","0","8.631619","51.29089","16.72589","0","15732.87","11566.425","3220.31","18508.39","345.057","1633.359","88.1399","71.3905","1.0"
"1998","United States","Sierra Leone","0","1","0","0","0","8.631619","51.3276","16.75609","0","23462.783","17566.457","4526.714","12400.899","504.472","1485.904","87.2391","74.9903","0.0"
"1999","United States","Sierra Leone","0","1","0","0","0","8.631619","51.3026","16.72232","0","13159.264","5727.233","4291.492","10873.273","2115.591","2695.584","88.9859","84.1293","4.0"
"2000","United States","Sierra Leone","0","1","0","0","0","8.631619","51.36602","16.7551","0","18677.521","6643.499","8751.894","4076.66","543.851","1639.541","100.0","100.0","5.0"
"2001","United States","Sierra Leone","0","1","0","0","0","8.631619","51.53979","16.85891","0","27879.627","15766.007","8136.061","4816.108","407.876","4288.022","93.2451","93.6377","0.0"
"2002","United States","Sierra Leone","0","1","0","0","0","8.631619","51.79454","17.04569","0","25459.49","14925.475","7976.391","4095.36","779.814","1596.833","88.6414","95.3093","0.0"
"2003","United States","Sierra Leone","0","1","0","0","0","8.631619","51.86914","17.07069","0","28246.812","10525.456","12319.194","6726.672","318.183","2498.846","92.6914","103.474","0.0"
"2004","United States","Sierra Leone","0","1","0","0","0","8.631619","52.00072","17.16284","0","40433.703","14234.117","19327.148","11215.713","935.401","3862.464","104.215","121.153","0.0"
"2005","United States","Sierra Leone","0","1","0","0","0","8.631619","52.11573","17.24591","0","37808.01","12558.045","21337.973","9961.179","2082.893","2568.207","115.24","137.593","0.0"
"2006","United States","Sierra Leone","0","1","0","0","0","8.631619","52.23119","17.3288","0","39246.152","12440.725","23114.2","43888.61","35739.34","2411.769","131.212","152.313","0.0"
"2007","United States","Sierra Leone","0","1","0","0","0","8.631619","52.30888","17.37586","0","55420.54","17510.12","34085.996","60221.09","51926.72","3760.305","146.844","160.439","0.0"
"2008","United States","Sierra Leone","0","1","0","0","0","8.631619","52.34822","17.38491","0","59360.5","14614.043","40625.195","57775.76","49582.33","2597.973","164.652","172.277","0.0"
"2009","United States","Sierra Leone","0","1","0","0","0","8.631619","52.34377","17.35035","0","42534.395","8516.983","30581.613","28510.111","21060.111","1921.761","135.058","127.475","0.0"
"2010","United States","Sierra Leone","0","1","0","0","0","8.631619","52.49493","17.46918","0","61092.78","17773.852","38641.734","29636.7","20271.791","2715.854","163.508","156.371","0.0"
"2011","United States","Sierra Leone","0","1","0","0","0","8.631619","52.52477","17.47599","0","103463.38","27888.164","68930.01","26866.16","11100.56","4470.517","189.315","179.933","0.0"
"2012","United States","Sierra Leone","0","1","0","0","0","8.631619","52.69389","17.61866","0","101567.03","33120.363","58376.727","18647.078","6540.505","7687.821","197.682","185.463","0.0"
"1995","United States","Somalia","0","0","0","0","0","9.04175","51.68126","16.60928","0","8054.743","6235.593","1688.69","109.784","41.11","52.051","74.7832","61.2127","10.0"
"1996","United States","Somalia","0","0","0","0","0","9.04175","51.75419","16.64383","0","4220.337","3649.813","501.674","163.179","87.591","56.829","79.941","65.2763","9.0"
"1997","United States","Somalia","0","0","0","0","0","9.04175","51.7735","16.6246","0","2755.969","1498.529","1224.987","348.891","109.851","239.04","88.1399","71.3905","8.0"
"1998","United States","Somalia","0","0","0","0","0","9.04175","51.84387","16.64826","0","2697.236","1846.729","803.002","627.027","410.378","208.149","87.2391","74.9903","0.0"
"1999","United States","Somalia","0","0","0","0","0","9.04175","51.92916","16.68693","0","2813.013","2164.405","617.739","174.991","47.606","127.385","88.9859","84.1293","0.0"
"2000","United States","Somalia","0","0","0","0","0","9.04175","51.99558","16.70707","0","4861.939","1776.448","2883.992","463.759","313.484","147.82","100.0","100.0","1.0"
"2001","United States","Somalia","0","0","0","0","0","9.04175","52.03301","16.69949","0","6606.303","3418.419","1670.096","306.212","53.544","247.655","93.2451","93.6377","1.0"
"2002","United States","Somalia","0","0","0","0","0","9.04175","52.08208","16.70724","0","6165.509","1898.787","4149.778","356.111","209.204","135.685","88.6414","95.3093","1.0"
"2003","United States","Somalia","0","0","0","0","0","9.04175","52.13971","16.72483","0","6878.836","4185.79","2596.761","191.144","57.104","89.556","92.6914","103.474","0.0"
"2004","United States","Somalia","0","0","0","0","0","9.04175","52.20439","16.74867","0","9133.636","6279.9","2469.126","712.389","231.045","466.772","104.215","121.153","0.0"
"2005","United States","Somalia","0","0","0","0","0","9.04175","52.26421","16.77004","0","8831.504","5243.109","2930.763","379.856","89.173","287.337","115.24","137.593","0.0"
"2006","United States","Somalia","0","0","0","0","0","9.04175","52.31626","16.78798","0","19945.455","14571.268","3777.702","338.808","66.372","242.761","131.212","152.313","5.0"
"2007","United States","Somalia","0","0","0","0","0","9.04175","52.35802","16.79463","0","20693.617","17790.771","2012.599","186.259","77.201","108.762","146.844","160.439","13.0"
"2008","United States","Somalia","0","0","0","0","0","9.04175","52.3744","16.7786","0","64345.395","60787.598","1265.527","189.921","145.496","31.232","164.652","172.277","19.0"
"2009","United States","Somalia","0","0","0","0","0","9.04175","52.3528","16.73177","0","4099.468","2739.515","700.293","243.492","81.995","113.864","135.058","127.475","15.0"
"1995","United States","Namibia","0","1","0","0","0","9.036957","52.35898","18.62374","0","124781.55","8557.101","105118.195","22720.957","17569.256","10919.434","74.7832","61.2127","0.0"
"1996","United States","Namibia","0","1","0","0","0","9.036957","52.43106","18.65903","0","139073.3","10781.897","116587.24","24522.197","17259.03","13037.916","79.941","65.2763","0.0"
"1997","United States","Namibia","0","1","0","0","0","9.036957","52.47569","18.6677","0","120177.836","8621.702","102828.98","26717.764","20143.086","13191.721","88.1399","71.3905","0.0"
"1998","United States","Namibia","0","1","0","0","0","9.036957","52.54717","18.70487","0","181777.53","9700.373","151471.33","30349.396","21410.922","14742.391","87.2391","74.9903","0.0"
"1999","United States","Namibia","0","1","0","0","0","9.036957","52.6114","18.73562","0","121177.27","8664.86","100125.21","34924.395","21328.62","21290.303","88.9859","84.1293","0.0"
"2000","United States","Namibia","0","1","0","0","0","9.036957","52.69901","18.78708","0","80227.46","2663.995","66643.07","44293.45","41070.863","870.207","100.0","100.0","3.0"
"2001","United States","Namibia","0","1","0","0","0","9.036957","52.78145","18.8375","0","255623.94","10714.484","195308.53","38751.688","25289.346","11817.278","93.2451","93.6377","1.0"
"2002","United States","Namibia","0","1","0","0","0","9.036957","52.78667","18.82008","0","57776.625","10828.446","35552.26","58840.98","19381.953","37593.14","88.6414","95.3093","0.0"
"2003","United States","Namibia","0","1","0","0","0","9.036957","52.85617","18.86932","0","27960.312","6964.305","15425.408","127829.945","62292.19","63002.86","92.6914","103.474","0.0"
"2004","United States","Namibia","0","1","0","0","0","9.036957","53.0009","18.99309","0","72897.72","12580.162","44984.69","250679.94","121927.83","114060.79","104.215","121.153","0.0"
"2005","United States","Namibia","0","1","0","0","0","9.036957","53.03809","19.01031","0","113690.31","26156.537","56593.785","133262.66","14016.444","100349.37","115.24","137.593","0.0"
"2006","United States","Namibia","0","1","0","0","0","9.036957","53.18784","19.14031","0","126858.88","13440.129","90212.38","118843.375","22392.562","80343.484","131.212","152.313","0.0"
"2007","United States","Namibia","0","1","0","0","0","9.036957","53.18933","19.1222","0","127894.39","26306.275","73018.305","222877.97","157699.05","40616.613","146.844","160.439","0.0"
"2008","United States","Namibia","0","1","0","0","0","9.036957","53.25368","19.16787","0","280331.28","114725.33","131280.95","302287.28","251520.84","4333.273","164.652","172.277","0.0"
"2009","United States","Namibia","0","1","0","0","0","9.036957","53.15934","19.0554","0","202314.9","47828.03","119086.9","329286.34","277830.5","2485.418","135.058","127.475","0.0"
"2010","United States","Namibia","0","1","0","0","0","9.036957","53.23248","19.10873","0","109880.305","5789.658","72533.44","195511.0","140390.52","3050.563","163.508","156.371","0.0"
"2011","United States","Namibia","0","1","0","0","0","9.036957","53.35367","19.19479","0","137382.3","19052.66","79334.23","439878.66","338656.72","874.226","189.315","179.933","0.0"
"2012","United States","Namibia","0","1","0","0","0","9.036957","53.44585","19.26098","0","194867.64","55723.855","91528.66","233028.23","111986.375","2376.337","197.682","185.463","0.0"
"1995","United States","Swaziland","0","1","0","0","1","9.143358","51.84063","18.62143","0","34776.62","1038.397","27872.98","35742.516","11256.97","27675.36","74.7832","61.2127","0.0"
"1996","United States","Swaziland","0","1","0","0","1","9.143358","51.90406","18.64492","0","37295.34","1160.452","30808.482","39893.92","10311.873","32474.096","79.941","65.2763","0.0"
"1997","United States","Swaziland","0","1","0","0","1","9.143358","51.98021","18.68175","0","43118.438","1055.967","33755.88","40408.977","11863.263","32314.535","88.1399","71.3905","0.0"
"1998","United States","Swaziland","0","1","0","0","1","9.143358","52.05854","18.72201","0","42500.934","1141.09","33376.684","48045.965","10133.551","38625.387","87.2391","74.9903","0.0"
"1999","United States","Swaziland","0","1","0","0","1","9.143358","52.08084","18.70769","0","27852.271","847.79","26050.725","61201.46","8622.924","52954.58","88.9859","84.1293","0.0"
"2000","United States","Swaziland","0","1","0","0","1","9.143358","52.13338","18.72538","0","67128.234","128.64","45889.566","56466.293","17534.922","38573.61","100.0","100.0","0.0"
"2001","United States","Swaziland","0","1","0","0","1","9.143358","52.10307","18.66269","0","11876.183","519.036","6944.55","69089.17","10601.482","58167.62","93.2451","93.6377","0.0"
"2002","United States","Swaziland","0","1","0","0","1","9.143358","52.04217","18.5718","0","11469.937","429.398","4798.75","123085.56","12693.541","110026.53","88.6414","95.3093","0.0"
"2003","United States","Swaziland","0","1","0","0","1","9.143358","52.2153","18.71734","0","8222.889","1297.916","6674.734","173451.03","10790.537","162176.34","92.6914","103.474","0.0"
"2004","United States","Swaziland","0","1","0","0","1","9.143358","52.19675","18.67195","0","12361.24","1513.814","8878.77","209099.62","495.673","206709.83","104.215","121.153","0.0"
"2005","United States","Swaziland","0","1","0","0","1","9.143358","52.30454","18.75369","0","11867.648","2398.719","9181.513","207283.23","17490.32","189094.44","115.24","137.593","0.0"
"2006","United States","Swaziland","0","1","0","0","1","9.143358","52.32912","18.75232","0","12091.43","2813.984","8582.532","164395.11","18341.922","145641.9","131.212","152.313","0.0"
"2007","United States","Swaziland","0","1","0","0","1","9.143358","52.38525","18.7829","0","29002.898","4621.199","8171.05","154232.12","9690.191","144096.84","146.844","160.439","0.0"
"2008","United States","Swaziland","0","1","0","0","1","9.143358","52.43233","18.8061","0","12120.383","968.597","9888.974","142082.25","3576.758","137921.11","164.652","172.277","0.0"
"2009","United States","Swaziland","0","1","0","0","1","9.143358","52.46201","18.81355","0","14574.775","1490.593","11607.379","115611.25","9400.121","105938.95","135.058","127.475","0.0"
"2010","United States","Swaziland","0","1","0","0","1","9.143358","52.51565","18.8442","0","22198.998","2047.605","17699.732","126034.83","19358.299","106426.35","163.508","156.371","0.0"
"2011","United States","Swaziland","0","1","0","0","1","9.143358","52.47915","18.78049","0","20232.988","1251.756","16036.222","92991.16","3405.972","89446.22","189.315","179.933","0.0"
"2012","United States","Swaziland","0","1","0","0","1","9.143358","52.52559","18.8042","0","39963.086","4806.543","32000.898","69689.61","3821.71","65331.46","197.682","185.463","0.0"
"1995","United States","Tanzania","0","1","0","0","0","9.07093","53.5384","16.92991","0","66305.18","19335.02","42923.492","24059.56","10464.879","9756.984","74.7832","61.2127","1.0"
"1996","United States","Tanzania","0","1","0","0","0","9.07093","53.58924","16.94786","0","50121.47","16029.088","31819.371","20169.047","7554.104","8901.934","79.941","65.2763","0.0"
"1997","United States","Tanzania","0","1","0","0","0","9.07093","53.66787","16.9917","0","64925.297","23598.73","36526.39","28189.752","10505.384","12779.892","88.1399","71.3905","1.0"
"1998","United States","Tanzania","0","1","0","0","0","9.07093","53.77759","17.06249","0","66866.805","16590.621","47918.38","33456.992","12246.931","13431.312","87.2391","74.9903","1.0"
"1999","United States","Tanzania","0","1","0","0","0","9.07093","53.87562","17.12257","0","68374.445","25019.617","38832.793","37359.465","20168.902","6624.881","88.9859","84.1293","0.0"
"2000","United States","Tanzania","0","1","0","0","0","9.07093","53.96555","17.17415","0","44866.32","14810.367","27026.775","35192.355","14509.034","3815.77","100.0","100.0","0.0"
"2001","United States","Tanzania","0","1","0","0","0","9.07093","54.03415","17.20745","0","64059.23","19371.527","42190.473","29275.252","14506.906","1761.246","93.2451","93.6377","0.0"
"2002","United States","Tanzania","0","1","0","0","0","9.07093","54.12309","17.26356","0","62315.266","22008.318","34909.938","26613.64","14472.9","1125.545","88.6414","95.3093","0.0"
"2003","United States","Tanzania","0","1","0","0","0","9.07093","54.22481","17.33376","0","65714.49","25310.703","35541.453","26212.809","13837.13","4108.625","92.6914","103.474","0.0"
"2004","United States","Tanzania","0","1","0","0","0","9.07093","54.33889","17.4169","0","127628.234","21196.877","103162.266","25933.697","12622.042","4428.305","104.215","121.153","0.0"
"2005","United States","Tanzania","0","1","0","0","0","9.07093","54.44599","17.49392","0","96363.82","16197.057","66628.71","35462.176","17277.648","5439.065","115.24","137.593","0.0"
"2006","United States","Tanzania","0","1","0","0","0","9.07093","54.53893","17.55639","0","160666.72","27273.76","104994.164","36128.723","20571.525","6324.083","131.212","152.313","0.0"
"2007","United States","Tanzania","0","1","0","0","0","9.07093","54.6298","17.61637","0","173986.97","38025.383","120237.38","47762.65","29108.516","5417.863","146.844","160.439","0.0"
"2008","United States","Tanzania","0","1","0","0","0","9.07093","54.69556","17.65209","0","169338.44","52586.97","108235.086","57607.676","35082.72","2617.89","164.652","172.277","0.0"
"2009","United States","Tanzania","0","1","0","0","0","9.07093","54.70813","17.63548","0","158124.31","49600.355","95974.414","51179.305","39519.332","1928.626","135.058","127.475","0.0"
"2010","United States","Tanzania","0","1","0","0","0","9.07093","54.80564","17.70218","0","163580.97","45325.55","104128.09","44130.844","28262.945","3127.81","163.508","156.371","1.0"
"2011","United States","Tanzania","0","1","0","0","0","9.07093","54.89353","17.73557","0","257833.81","91574.42","145394.11","60000.52","42637.582","6548.416","189.315","179.933","0.0"
"2012","United States","Tanzania","0","1","0","0","0","9.07093","54.98797","17.79234","0","238759.34","39496.53","170435.64","118292.766","49058.516","9738.096","197.682","185.463","0.0"
"1995","United States","Togo","0","0","0","0","0","8.749812","51.78749","17.13615","0","18419.848","7757.59","8675.315","31589.527","29715.826","1390.044","74.7832","61.2127","0.0"
"1996","United States","Togo","0","0","0","0","0","8.749812","51.90355","17.19428","0","20049.145","7142.985","12306.803","5971.152","2853.832","2980.744","79.941","65.2763","0.0"
"1997","United States","Togo","0","0","0","0","0","8.749812","51.97728","17.21804","0","25512.668","15131.93","9818.218","10593.103","9938.562","304.425","88.1399","71.3905","0.0"
"1998","United States","Togo","0","0","0","0","0","8.749812","52.01398","17.21231","0","25481.793","2766.588","22043.707","2913.35","1750.208","562.938","87.2391","74.9903","0.0"
